	url	q3	perceived	primary.topic	secondary.topic	democrat.vote	republican.vote	domain	text
6394	http://www.nytimes.com/2013/04/10/us/politics/fbi-looking-into-allegations-that-mcconnells-campaign-was-wiretapped.html	News	0	Republican Scandals	National Security	Neutral	Neutral	nytimes.com	400
6398	http://www.nytimes.com/2013/06/10/us/politics/immigration-bill-debate-nears-in-senate.html	News	1	Civil Rights	None	SomewhatPositive	Neutral	nytimes.com	400
6414	http://www.nytimes.com/2013/12/19/opinion/migrants-dont-need-more-rights.html	Opinion	0	Civil Rights	None	Neutral	Neutral	nytimes.com	400
6418	http://www.nytimes.com/2013/12/28/us/nsa-phone-surveillance-is-lawful-federal-judge-rules.html	News	0	Civil Rights	None	SomewhatNegative	SomewhatNegative	nytimes.com	400
6424	http://www.nytimes.com/2013/04/30/us/supreme-court-ruling-on-sentencing-yields-split-interpretations.html	Opinion	0	Civil Rights	None	Neutral	Neutral	nytimes.com	400
6431	http://www.nytimes.com/2013/06/13/nyregion/us-offers-conditional-support-for-police-monitor-in-stop-and-frisk-case.html	News	1	Civil Rights	None	Neutral	Neutral	nytimes.com	400
6434	http://www.nytimes.com/2013/01/28/us/politics/senators-agree-on-blueprint-for-immigration.html	News	1	Civil Rights	None	Neutral	Neutral	nytimes.com	400
6488	http://www.nytimes.com/2005/05/19/national/class/MARRIAGE-FINAL.html	News	0	Civil Rights	None	Neutral	Neutral	nytimes.com	400
6492	http://www.nytimes.com/2013/08/18/magazine/laura-poitras-snowden.html	News	1	Civil Rights	None	Neutral	Neutral	nytimes.com	400
6498	http://www.nytimes.com/2013/03/13/nyregion/behind-soda-industrys-win-a-phalanx-of-sponsored-minority-groups.html	News	1	Civil Rights	None	Neutral	Neutral	nytimes.com	400
6515	http://www.nytimes.com/2013/09/29/fashion/for-cicely-tyson-and-kerry-washington-roles-of-a-lifetime.html	other	0	Civil Rights	None	Neutral	Neutral	nytimes.com	400
6547	http://opinionator.blogs.nytimes.com/2013/08/21/imagining-the-court/	News	1	Civil Rights	None	Neutral	Neutral	nytimes.com	400
6550	http://www.nytimes.com/2013/10/14/opinion/false-equality-in-michigan.html	News	0	Civil Rights	None	Neutral	Neutral	nytimes.com	400
6566	http://www.nytimes.com/2013/12/09/nyregion/fire-officials-told-to-watch-for-bias-as-rookies-report.html	News	1	Civil Rights	None	Neutral	Neutral	nytimes.com	400
6567	http://www.nytimes.com/2013/05/08/us/willie-j-manning-granted-stay-of-execution.html	News	0	Civil Rights	None	Neutral	Neutral	nytimes.com	400
6589	http://www.nytimes.com/2013/07/06/us/politics/shifting-stance-to-back-immigration-overhaul-reid-reaps-benefits.html	News	1	Civil Rights	None	Positive	Neutral	nytimes.com	400
6591	http://www.nytimes.com/2013/03/14/us/politics/us-citizens-join-illegal-immigrants-in-pressing-lawmakers-for-change.html	News	1	Civil Rights	None	Neutral	Neutral	nytimes.com	400
6615	http://www.nytimes.com/2013/05/25/opinion/collins-the-women-versus-the-ted.html	News	1	Civil Rights	None	Neutral	SomewhatNegative	nytimes.com	400
6635	http://www.nytimes.com/2013/07/20/us/in-wake-of-zimmerman-verdict-obama-makes-extensive-statement-on-race-in-america.html	News	0	Civil Rights	None	Neutral	Neutral	nytimes.com	400
6640	http://www.nytimes.com/2013/06/25/opinion/a-reprieve-for-affirmative-action.html	News	0	Civil Rights	None	Neutral	Neutral	nytimes.com	400
6644	http://www.nytimes.com/2013/11/23/us/politics/nsa-report-outlined-goals-for-more-power.html	News	0	Civil Rights	None	Neutral	Neutral	nytimes.com	400
6652	http://www.nytimes.com/roomfordebate/2013/10/27/if-jews-skip-synagogue-and-christians-skip-church/evangelical-racism-is-not-a-growth-strategy	News	1	Civil Rights	None	Neutral	Neutral	nytimes.com	400
6654	http://www.nytimes.com/2013/01/13/opinion/sunday/dowd-we-offer-more-than-ankles-gentlemen.html	Opinion	0	Civil Rights	None	SomewhatNegative	Neutral	nytimes.com	400
6662	http://www.nytimes.com/2013/10/14/opinion/false-equality-in-michigan.html	Opinion	1	Civil Rights	None	Neutral	Neutral	nytimes.com	400
6684	http://economix.blogs.nytimes.com/2011/11/23/fatalism-and-the-american-dream/	Opinion	1	Civil Rights	None	Neutral	Neutral	nytimes.com	400
6690	http://www.nytimes.com/2013/01/24/us/pentagon-says-it-is-lifting-ban-on-women-in-combat.html	News	1	Civil Rights	None	Neutral	Neutral	nytimes.com	400
6695	http://www.nytimes.com/2013/09/23/us/politics/deeply-conservative-but-not-an-obama-hater.html	News	1	Civil Rights	None	Neutral	SomewhatPositive	nytimes.com	400
6770	http://www.nytimes.com/2013/01/13/opinion/sunday/dowd-we-offer-more-than-ankles-gentlemen.html	Opinion	1	Civil Rights	None	SomewhatNegative	Neutral	nytimes.com	400
6771	http://www.nytimes.com/2013/12/24/opinion/hurricane-sandy-and-new-jerseys-poor.html	News	0	Civil Rights	None	Neutral	Neutral	nytimes.com	400
6787	http://www.nytimes.com/2013/02/21/opinion/immigration-reform-and-workers-rights.html	Opinion	0	Civil Rights	None	Neutral	Neutral	nytimes.com	400
6837	http://www.nytimes.com/2013/08/25/fashion/weddings/not-at-first-sight-or-even-the-first-dozen.html	other	0	Civil Rights	None	Neutral	Neutral	nytimes.com	400
6839	http://www.nytimes.com/2013/02/20/business/justices-signal-a-monsanto-edge-in-patent-case.html	Opinion	0	Civil Rights	None	Neutral	Neutral	nytimes.com	400
6848	http://www.nytimes.com/2013/06/23/us/supreme-court-weighs-cases-redefining-legal-equality.html	Opinion	1	Civil Rights	None	SomewhatPositive	SomewhatNegative	nytimes.com	400
6867	http://www.nytimes.com/2013/05/14/us/phone-records-of-journalists-of-the-associated-press-seized-by-us.html	Opinion	1	Civil Rights	None	Neutral	Neutral	nytimes.com	400
6870	http://www.nytimes.com/2013/01/30/opinion/a-better-immigration-plan-from-president-obama.html	News	1	Civil Rights	None	SomewhatPositive	SomewhatPositive	nytimes.com	400
6911	http://www.nytimes.com/2013/02/03/us/rick-perry-opposes-opening-boy-scouts-to-gays.html	Opinion	1	Civil Rights	None	Neutral	SomewhatPositive	nytimes.com	400
6931	http://www.nytimes.com/2013/04/18/opinion/the-senate-fails-americans-on-gun-bills.html	Opinion	0	Civil Rights	None	SomewhatNegative	SomewhatNegative	nytimes.com	400
6958	http://www.nytimes.com/2013/10/27/us/federal-prosecutors-in-a-policy-shift-cite-warrantless-wiretaps-as-evidence.html	News	1	Civil Rights	None	Neutral	Neutral	nytimes.com	400
6962	http://www.nytimes.com/2013/11/14/nyregion/us-investigates-anti-semitism-claims-at-pine-bush-schools.html	News	0	Civil Rights	None	Neutral	Neutral	nytimes.com	400
6983	http://www.nytimes.com/2013/10/13/sunday-review/how-activist-is-the-supreme-court.html	News	0	Civil Rights	None	Neutral	Neutral	nytimes.com	400
6991	http://www.nytimes.com/2013/06/27/your-money/how-the-supreme-court-ruling-will-affect-same-sex-spouses.html	News	0	Civil Rights	None	Neutral	Neutral	nytimes.com	400
6996	http://www.nytimes.com/2013/07/08/us/privacy-group-to-ask-supreme-court-to-stop-nsas-phone-spying-program.html	News	1	Civil Rights	None	Neutral	Neutral	nytimes.com	400
7013	http://www.nytimes.com/2013/12/28/us/nsa-phone-surveillance-is-lawful-federal-judge-rules.html	News	1	Civil Rights	None	SomewhatNegative	Neutral	nytimes.com	400
7018	http://www.nytimes.com/2013/01/11/arts/design/the-civil-war-in-america-at-library-of-congress.html	other	1	Civil Rights	None	Neutral	Neutral	nytimes.com	400
7040	http://www.nytimes.com/2013/06/25/opinion/a-reprieve-for-affirmative-action.html	News	1	Civil Rights	None	Neutral	Neutral	nytimes.com	400
7057	http://www.nytimes.com/2013/02/21/opinion/immigration-reform-and-workers-rights.html	Opinion	1	Civil Rights	None	Neutral	Neutral	nytimes.com	400
7062	http://takingnote.blogs.nytimes.com/2013/05/10/the-family-unfriendly-act/	Opinion	0	Civil Rights	None	Neutral	SomewhatNegative	nytimes.com	400
7073	http://www.nytimes.com/2013/10/29/us/judge-blocks-part-of-texas-abortion-law.html	Opinion	0	Civil Rights	None	Neutral	SomewhatNegative	nytimes.com	400
7086	http://www.nytimes.com/2013/05/07/opinion/brooks-beyond-the-fence.html	Opinion	1	Civil Rights	None	Neutral	Neutral	nytimes.com	400
7097	http://www.nytimes.com/2013/12/19/opinion/migrants-dont-need-more-rights.html	Opinion	1	Civil Rights	None	Neutral	Neutral	nytimes.com	400
7101	http://www.nytimes.com/2013/08/20/us/carwash-managers-held-in-immigration-raids.html	News	1	Civil Rights	None	Neutral	Neutral	nytimes.com	400
7129	http://opinionator.blogs.nytimes.com/2013/07/10/the-decline-of-black-power-in-the-south/	News	0	Civil Rights	None	Neutral	Neutral	nytimes.com	400
7146	http://www.nytimes.com/2013/10/24/world/americas/dominicans-of-haitian-descent-cast-into-legal-limbo-by-court.html	News	0	Civil Rights	None	Neutral	Neutral	nytimes.com	400
7158	http://keller.blogs.nytimes.com/2013/07/30/manning-and-snowden/	Opinion	0	Civil Rights	None	Neutral	Neutral	nytimes.com	400
7163	http://www.nytimes.com/2013/03/01/opinion/the-white-house-joins-the-fight-on-gay-marriage.html	News	0	Civil Rights	None	SomewhatPositive	Neutral	nytimes.com	400
7175	http://www.nytimes.com/2013/06/23/us/supreme-court-weighs-cases-redefining-legal-equality.html	Opinion	0	Civil Rights	None	SomewhatNegative	SomewhatNegative	nytimes.com	400
7180	http://www.nytimes.com/2013/10/27/us/federal-prosecutors-in-a-policy-shift-cite-warrantless-wiretaps-as-evidence.html	News	0	Civil Rights	None	Neutral	Neutral	nytimes.com	400
7184	http://www.nytimes.com/2013/07/29/us/politics/momentum-builds-against-nsa-surveillance.html	News	0	Civil Rights	None	Neutral	Neutral	nytimes.com	400
7195	http://www.nytimes.com/2013/12/26/world/europe/snowden-christmas-message-privacy.html	News	0	Civil Rights	None	Neutral	Neutral	nytimes.com	400
7197	http://www.nytimes.com/2013/02/03/us/rick-perry-opposes-opening-boy-scouts-to-gays.html	News	0	Civil Rights	None	Neutral	Neutral	nytimes.com	400
7202	http://www.nytimes.com/2013/12/09/nyregion/fire-officials-told-to-watch-for-bias-as-rookies-report.html	Opinion	0	Civil Rights	None	Neutral	Neutral	nytimes.com	400
7204	http://takingnote.blogs.nytimes.com/2013/03/25/scalias-gay-marriage-problem/	Opinion	0	Civil Rights	None	Neutral	Neutral	nytimes.com	400
7227	http://www.nytimes.com/2013/05/25/us/federal-judge-finds-violations-of-rights-by-sheriff-joe-arpaio.html	News	0	Civil Rights	None	Neutral	Neutral	nytimes.com	400
7231	http://www.nytimes.com/2013/03/13/nyregion/behind-soda-industrys-win-a-phalanx-of-sponsored-minority-groups.html	News	0	Civil Rights	None	Neutral	Neutral	nytimes.com	400
7241	http://www.nytimes.com/2013/08/08/us/hagel-finishing-rules-to-curb-sexual-assault-in-military.html	News	0	Civil Rights	None	SomewhatPositive	Neutral	nytimes.com	400
7249	http://www.nytimes.com/2013/08/31/us/evangelists-flock-keeps-the-faith-after-his-brush-with-law.html	other	0	Civil Rights	None	Neutral	Neutral	nytimes.com	400
7299	http://www.nytimes.com/2013/03/04/opinion/keller-obamas-fault.html	Opinion	1	Democrat Scandals	None	Negative	Positive	nytimes.com	400
7305	http://www.nytimes.com/2013/11/11/opinion/keller-salvaging-obama.html	Opinion	1	Democrat Scandals	None	SomewhatNegative	Neutral	nytimes.com	400
7384	http://www.nytimes.com/2013/05/15/us/politics/report-on-irs-audits-cites-ineffective-management.html	News	1	Democrat Scandals	None	SomewhatNegative	Neutral	nytimes.com	400
7455	http://www.nytimes.com/2013/08/20/us/politics/weary-of-harassment-scandal-san-diego-asks-wheres-the-mayor.html	News	0	Democrat Scandals	None	Negative	Neutral	nytimes.com	400
7493	http://www.nytimes.com/2013/07/17/us/in-san-diego-mayor-rejects-calls-by-allies-to-step-down.html	News	1	Democrat Scandals	None	SomewhatNegative	Neutral	nytimes.com	400
7494	http://www.nytimes.com/2013/07/25/nyregion/racy-exchange-with-weiner-began-with-angry-message-blog-editor-says.html	News	0	Democrat Scandals	None	SomewhatNegative	SomewhatPositive	nytimes.com	400
7538	http://www.nytimes.com/2013/07/29/us/politics/momentum-builds-against-nsa-surveillance.html	News	1	Democrat Scandals	None	SomewhatNegative	SomewhatNegative	nytimes.com	400
7556	http://www.nytimes.com/2013/06/23/magazine/the-obama-campaigns-digital-masterminds-cash-in.html	News	0	Democrat Scandals	None	Negative	Neutral	nytimes.com	400
7620	http://www.nytimes.com/2013/05/15/us/politics/report-on-irs-audits-cites-ineffective-management.html	News	0	Democrat Scandals	None	SomewhatNegative	Neutral	nytimes.com	400
7621	http://www.nytimes.com/2013/08/25/opinion/sunday/reindeer-games.html	News	0	Democrat Scandals	None	SomewhatNegative	SomewhatPositive	nytimes.com	400
7625	http://www.nytimes.com/2013/04/06/opinion/collins-a-new-era-in-political-corruption.html	Opinion	1	Democrat Scandals	None	Negative	SomewhatPositive	nytimes.com	400
7665	http://www.nytimes.com/2013/05/27/us/presidents-counsel-finds-herself-center-state.html	News	1	Democrat Scandals	None	SomewhatNegative	Neutral	nytimes.com	400
7734	http://www.nytimes.com/2013/05/30/us/politics/2-diplomats-treated-differently-in-benghazi-uproar.html	News	0	Democrat Scandals	None	SomewhatNegative	Neutral	nytimes.com	400
7739	http://www.nytimes.com/2013/07/17/us/in-san-diego-mayor-rejects-calls-by-allies-to-step-down.html	News	0	Democrat Scandals	None	SomewhatNegative	Neutral	nytimes.com	400
7754	http://www.nytimes.com/2013/07/14/us/obama-remark-is-complicating-military-trials.html	Opinion	0	Democrat Scandals	None	SomewhatNegative	Neutral	nytimes.com	400
7781	http://www.nytimes.com/2013/09/15/us/politics/biden-and-clinton-friends-with-awkward-twist.html	Opinion	0	Democrat Scandals	None	Negative	Neutral	nytimes.com	400
7818	http://www.nytimes.com/2013/06/29/opinion/american-mayors-let-them-smoke-pot.html	News	0	Drugs	None	Neutral	Neutral	nytimes.com	400
7829	http://www.nytimes.com/2013/08/02/opinion/sentencing-reform-starts-to-pay-off.html	News	0	Drugs	None	Neutral	Neutral	nytimes.com	400
7833	http://www.nytimes.com/2013/06/29/opinion/american-mayors-let-them-smoke-pot.html	News	1	Drugs	None	SomewhatNegative	Neutral	nytimes.com	400
7838	http://www.nytimes.com/2013/11/05/business/johnson-johnson-to-settle-risperdal-improper-marketing-case.html	News	0	Drugs	None	Neutral	Neutral	nytimes.com	400
7868	http://www.nytimes.com/2013/01/02/health/scant-proof-is-found-to-back-up-claims-by-energy-drinks.html	other	1	Drugs	None	Neutral	Neutral	nytimes.com	400
7898	http://www.nytimes.com/2013/12/23/opinion/inequality-for-dummies.html	Opinion	0	Economy	None	Negative	Positive	nytimes.com	400
7910	http://www.nytimes.com/2013/05/15/us/politics/for-gop-incentives-for-budget-deal-with-obama.html	News	0	Economy	None	Neutral	SomewhatPositive	nytimes.com	400
7918	http://www.nytimes.com/2013/12/09/business/economy/feds-plan-to-taper-stimulus-effort-not-expected-until-next-year.html	News	1	Economy	None	Neutral	Neutral	nytimes.com	400
7945	http://topics.nytimes.com/top/news/business/small-business/legal-issues/	Opinion	0	Economy	None	Neutral	Neutral	nytimes.com	400
